date,workerid,amount
Fri Jul 06 08:55:50 PDT 2018,A2K79QXV7NSHGE,0.75
,total paid to workers:,=SUM(c2:c2)
,40% paid to Amazon:,=.4*c3
,total:,=SUM(c3:c4
