date,workerid,amount
Mon Jul 09 13:50:30 PDT 2018,A1QRGVE005067Q,0.8
Mon Jul 09 13:53:14 PDT 2018,A2F2DDH12YU4AK,0.8
Mon Jul 09 13:56:36 PDT 2018,AA4KKLIU4C3NY,0.8
Mon Jul 09 14:20:08 PDT 2018,A149XKIX8E4E1,0.8
Mon Jul 09 14:23:45 PDT 2018,A3U21PUMQ6NGT2,0.8
Mon Jul 09 14:28:27 PDT 2018,A1O67YS3DU0ZHX,0.8
Mon Jul 09 14:34:48 PDT 2018,A1AREBIHWPXTU3,0.8
Mon Jul 09 14:40:46 PDT 2018,A3D9NTTKE35SRL,0.8
Mon Jul 09 14:47:52 PDT 2018,A3388HIWAKD3DV,0.8
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
