date,workerid,amount
Fri Jul 06 09:20:04 PDT 2018,A240OTT1T85UGT,0.75
Fri Jul 06 09:21:20 PDT 2018,A2YE7NBCK14VAQ,0.75
Fri Jul 06 09:28:35 PDT 2018,A1OQIXAU1SEJ4P,0.75
Fri Jul 06 09:33:09 PDT 2018,A1TO8F0HIM1OBQ,0.75
Fri Jul 06 09:33:41 PDT 2018,AN6L87Z4LP6R5,0.75
Fri Jul 06 09:38:22 PDT 2018,ASAAL9165IX44,0.75
Fri Jul 06 09:44:35 PDT 2018,A23A1WMFNPETYQ,0.75
Fri Jul 06 09:57:48 PDT 2018,A3HIO96PK1JA03,0.75
Fri Jul 06 10:13:13 PDT 2018,A5KS7FL1E2RYE,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
