date,workerid,amount
Mon Jul 09 13:49:45 PDT 2018,A2M3FPQF852HW4,0.8
Mon Jul 09 13:51:07 PDT 2018,ARZV0T1MCI22L,0.8
Mon Jul 09 13:56:32 PDT 2018,A3LPHYONE222OY,0.8
Mon Jul 09 13:57:41 PDT 2018,A1GKD3NG1NNHRP,0.8
Mon Jul 09 13:59:55 PDT 2018,A1KTPYX40PRLVW,0.8
Mon Jul 09 14:00:39 PDT 2018,A1CUDX7TTS2W61,0.8
Mon Jul 09 14:07:33 PDT 2018,A2WGKPT1Q7999W,0.8
Mon Jul 09 14:27:20 PDT 2018,AOOGCOBAZBWJ2,0.8
Mon Jul 09 14:49:28 PDT 2018,A9YSQNV8OLPDG,0.8
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
