date,workerid,amount
Fri Jun 22 11:33:56 PDT 2018,A3N3LHDJHLHLTQ,0.75
Fri Jun 22 11:34:48 PDT 2018,A34DR0CVUBDL1N,0.75
Fri Jun 22 11:34:54 PDT 2018,A89R5XGMHOTJE,0.75
Fri Jun 22 11:37:38 PDT 2018,A2I6ZS386UJVJE,0.75
Fri Jun 22 11:38:39 PDT 2018,A29I0O9V6N1CY,0.75
Fri Jun 22 11:43:46 PDT 2018,A3914P24XPNPY3,0.75
Fri Jun 22 11:56:13 PDT 2018,A3BFMY5OX2WMUW,0.75
Fri Jun 22 11:59:47 PDT 2018,AY9ZVK32I1P1L,0.75
Fri Jun 22 12:09:02 PDT 2018,A2MSVKXC1F3WIU,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
