date,workerid,amount
Tue Jan 30 10:43:02 PST 2018,ABMX8XUNPR3LP,1.25
Tue Jan 30 10:47:07 PST 2018,A23437BMZ5T1FH,1.25
Tue Jan 30 10:55:36 PST 2018,A1VNYP58BTF4HX,1.25
Tue Jan 30 10:59:51 PST 2018,A3GPTSDDHJ2DBV,1.25
Tue Jan 30 11:18:48 PST 2018,A2MCI9K0K5VX50,1.25
Tue Jan 30 11:28:49 PST 2018,A3KT7FHYY6PF2P,1.25
Tue Jan 30 11:38:42 PST 2018,A1FKZ2HY4XKMG1,1.25
Tue Jan 30 11:45:14 PST 2018,AILDNTO2TWB4A,1.25
Tue Jan 30 11:53:19 PST 2018,A88DXNDGDUWEN,1.25
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
