date,workerid,amount
Fri Jun 22 11:31:10 PDT 2018,AUCHGHY1IKZZK,0.75
Fri Jun 22 11:32:07 PDT 2018,A2NHPETX25VH3Q,0.75
Fri Jun 22 11:34:09 PDT 2018,A37N4JY3863YH0,0.75
Fri Jun 22 11:35:11 PDT 2018,AJRY9ALX8069Y,0.75
Fri Jun 22 11:35:55 PDT 2018,A1F1OZ54G177D8,0.75
Fri Jun 22 11:39:54 PDT 2018,A3L2FPKRD46FRW,0.75
Fri Jun 22 11:48:22 PDT 2018,A3GZYWA9S6J0K9,0.75
Fri Jun 22 11:50:08 PDT 2018,ADGH08WUP68ZF,0.75
Fri Jun 22 12:44:18 PDT 2018,A3T7N805PVNEXN,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
