date,workerid,amount
Fri Jun 22 11:34:20 PDT 2018,AKHH4W14A6AN9,0.75
Fri Jun 22 11:35:01 PDT 2018,A147F5PJTHOB8A,0.75
Fri Jun 22 11:36:23 PDT 2018,A1QVNF19XSRSD7,0.75
Fri Jun 22 11:39:07 PDT 2018,A18SI5095GGGWT,0.75
Fri Jun 22 11:43:22 PDT 2018,A9ZCY6FLUCIU1,0.75
Fri Jun 22 11:45:40 PDT 2018,AIZTLQM7HHQN6,0.75
Fri Jun 22 11:50:26 PDT 2018,AK3H5QRAROFGP,0.75
Fri Jun 22 11:55:41 PDT 2018,A3VDFWL4MI3KPA,0.75
Fri Jun 22 11:56:40 PDT 2018,ABL3H3O3BI8ZD,0.75
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
