date,workerid,amount
Tue Jan 30 10:44:00 PST 2018,A4W9APAHFWVLO,1.25
Tue Jan 30 10:47:08 PST 2018,A3Q0XAGQ7TD7MP,1.25
Tue Jan 30 10:49:10 PST 2018,A4J4GGMKJ68L0,1.25
Tue Jan 30 10:49:37 PST 2018,AJI76D4U5WGBZ,1.25
Tue Jan 30 10:53:38 PST 2018,A1ZB2NY0F9QNP0,1.25
Tue Jan 30 10:53:45 PST 2018,A2CF2BD4Q0ZDJN,1.25
Tue Jan 30 10:53:53 PST 2018,A3LFB7XLW00Q61,1.25
Tue Jan 30 11:03:27 PST 2018,A326O3VWP8TO8N,1.25
Tue Jan 30 11:33:09 PST 2018,A3QC57KUVJP5EW,1.25
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
