date,workerid,amount
Mon Jul 09 13:48:47 PDT 2018,APF1EAZT104LQ,0.8
Mon Jul 09 13:49:28 PDT 2018,A8KHWKKGAGOH0,0.8
Mon Jul 09 13:52:42 PDT 2018,A2WYCY1FMQOD5F,0.8
Mon Jul 09 13:52:59 PDT 2018,A258MR1IS96JEP,0.8
Mon Jul 09 14:03:48 PDT 2018,A2SY2N44N1RWVA,0.8
Mon Jul 09 14:10:22 PDT 2018,A2ZNOMZ35LKY8Q,0.8
Mon Jul 09 14:15:18 PDT 2018,A1ICXZVLIZM6IF,0.8
Mon Jul 09 14:32:29 PDT 2018,A3LL096CAY5WHB,0.8
Mon Jul 09 15:17:28 PDT 2018,A1SNC8UL8YFRH5,0.8
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
